"convocation","full_name","birthday"
4,"Бойко Юрій Анатолійович","24.10.1961"
4,"Бокий Іван Сидорович","20.2.1942"
4,"Бондар Володимир Налькович","16.10.1968"
4,"Бондаренко Володимир Дмитрович","4.12.1952"
4,"Бондаренко Григорій Іванович","13.3.1941"
4,"Бондаренко Олена Федорівна","13.2.1955"
4,"Бондарчук Олександр Васильович","30.9.1957"
4,"Бондарчук Сергій Васильович","31.10.1971"
4,"Борзих Олександр Іванович","26.5.1950"
4,"Борзов Валерій Пилипович","20.10.1949"
4,"Борщевський Віктор Валентинович","2.1.1951"
4,"Бронніков Володимир Костянтинович","25.9.1943"
4,"Бубка Сергій Назарович","4.12.1963"
4,"Будаг’янц Микола Абрамович","20.4.1935"
4,"Буждиган Пилип Пилипович","20.6.1952"
4,"Буйко Георгій Володимирович","21.8.1947"
4,"Бульба Степан Степанович","19.7.1950"
4,"Буряк Олександр Васильович","23.5.1970"
4,"Буряк Сергій Васильович","1.4.1966"
4,"Буца Богдан Еманоїлович","18.10.1960"
4,"Вінський Йосип Вікентійович","2.1.1956"
4,"Васадзе Таріел Шакрович","15.10.1947"
4,"Васильєв Геннадій Андрійович","3.10.1953"
4,"Васильєв Олександр Андрійович","29.10.1951"
4,"Васюник Іван Васильович","7.7.1959"
4,"Ващук Катерина Тимофіївна","20.1.1947"
4,"Веревський Андрій Михайлович","25.7.1974"
4,"Веретенников Віктор Олександрович","22.8.1940"
4,"Вернигора Леонід Михайлович","20.10.1939"
4,"Вернидубов Іван Васильович","4.1.1951"
4,"Волинець Михайло Якович","30.10.1956"
4,"Волков Олександр Михайлович","30.4.1948"
4,"Воюш Володимир Дмитрович","4.12.1957"
4,"Гінзбург Ольга Петрівна","14.9.1953"
4,"Гірник Євген Олексійович","11.1.1954"
4,"Гіршфельд Анатолій Мусійович","7.8.1957"
4,"Гаврилюк Іван Ярославович","15.10.1948"
4,"Гаврилюк Василь Васильович","1.7.1970"
4,"Гавриш Степан Богданович","2.1.1952"
4,"Гадяцький Леонід Миколайович","11.2.1961"
4,"Гайдош Іштван Ференцович","5.5.1971"
4,"Галієв Ернест Едуардович","6.7.1972"
4,"Гапочка Микола Михайлович","4.4.1951"
4,"Гармаш Галина Федорівна","4.6.1950"
4,"Герасимов Іван Олександрович","8.8.1921"
4,"Гладій Михайло Васильович","6.11.1952"
4,"Гладкіх Василь Іванович","5.1.1958"
4,"Глухівський Лев Йосипович","28.10.1942"
4,"Гмиря Сергій Петрович","26.1.1954"
4,"Головатий Сергій Петрович","29.5.1954"
4,"Голуб Олександр Володимирович","19.7.1967"
4,"Горбаль Василь Михайлович","18.3.1971"
4,"Горбатов Валерій Миронович","27.6.1955"
4,"Горбачов Віктор Сергійович","23.1.1961"
4,"Горлов Геннадій Васильович","20.9.1943"
4,"Гошовський Володимир Сергійович","7.10.1973"
4,"Грановський Олександр Геннадійович","31.7.1972"
4,"Грач Леонід Іванович","1.1.1948"
4,"Грачев Олег Олексійович","27.8.1950"
4,"Григорович Лілія Степанівна","12.9.1957"
4,"Гринів Ігор Олексійович","10.3.1961"
4,"Грязєв Анатолій Дмитрович","19.9.1941"
4,"Губський Богдан Володимирович","30.3.1963"
4,"Гудима Олександр Миколайович","26.6.1950"
4,"Гуменюк Олег Іванович","27.9.1970"
4,"Гурвіц Едуард Йосипович","30.1.1948"
4,"Гуреєв Василь Миколайович","22.4.1952"
4,"Гуренко Станіслав Іванович","30.5.1936"
4,"Гуров Вадим Миколайович","22.2.1937"
4,"Діденко Юрій Володимирович","7.5.1959"
4,"Давидова Людмила Іванівна","19.10.1957"
4,"Давимука Степан Антонович","8.2.1947"
4,"Дашутін Григорій Петрович","9.4.1963"
4,"Демьохін Володимир Анатолійович","6.8.1955"
4,"Деркач Андрій Леонідович","19.8.1967"
4,"Деркач Леонід Васильович","19.7.1939"
4,"Джемілєв Мустафа","13.11.1943"
4,"Джоджик Ярослав Іванович","9.1.1960"
4,"Дзонь Валентин Михайлович","19.11.1956"
4,"Димінський Петро Петрович","27.11.1954"
4,"Добкін Михайло Маркович","26.1.1970"
4,"Довгий Станіслав Олексійович","23.7.1954"
4,"Довгий Тарас Олексійович","24.7.1967"
4,"Доманський Анатолій Іванович","23.9.1939"
4,"Дорогунцов Сергій Іванович","22.9.1929"
4,"Драч Іван Федорович","17.10.1936"
4,"Драчевський Віктор Васильович","10.11.1960"
4,"Дубицький В’ячеслав Володимирович","10.8.1947"
4,"Жванія Давид Важаєвич","20.7.1967"
4,"Жебрівський Павло Іванович","21.3.1962"
4,"Жеваго Костянтин Валентинович","7.1.1974"
4,"Жижко Сергій Андрійович","24.6.1954"
4,"Жовтяк Євген Дмитрович","19.3.1961"
4,"Жулинський Микола Григорович","25.8.1940"
4,"Зімін Олег Петрович","28.9.1964"
4,"Зінченко Олександр Олексійович","16.4.1957"
4,"Заічко Віктор Олександрович","31.8.1948"
4,"Заєць Іван Олександрович","5.7.1952"
4,"Заєць Володимир Володимирович","14.6.1960"
4,"Загрева Борис Юхимович","3.1.1963"
4,"Задорожній Олександр Вікторович","26.6.1960"
4,"Заклунна-Мироненко Валерія Гавриїлівна","15.8.1942"
4,"Заплатинський Володимир Михайлович","13.9.1951"
4,"Зарубінський Олег Олександрович","26.10.1963"
4,"Засуха Тетяна Володимирівна","25.4.1964"
4,"Зварич Роман Михайлович","20.11.1953"
4,"Звягільський Юхим Леонідович","20.2.1933"
4,"Злочевський Микола Владиславович","14.6.1966"
4,"Зубанов Володимир Олександрович","15.8.1957"
4,"Зубець Михайло Васильович","7.4.1938"
4,"Зубов Валентин Сергійович","10.6.1946"
4,"Ківалов Сергій Васильович","1.5.1954"
4,"Кіроянц Сергій Георгійович","1.3.1955"
4,"Кіссе Антон Іванович","10.10.1958"
4,"Каденюк Леонід Костянтинович","28.1.1951"
4,"Калінчук Василь Антонович","12.12.1941"
4,"Калетнік Григорій Миколайович","2.5.1949"
4,"Кальніченко Ігор Вікторович","7.11.1961"
4,"Капустін Віктор Володимирович","7.4.1958"
4,"Каратуманов Олег Юрійович","26.10.1962"
4,"Кармазін Юрій Анатолійович","21.9.1957"
